"","TPL_names","company_name_checked_tog","webpage_check_tog","n.company","n.webpage_check","PIC.id_tog","province_tog","city_tog","n.province","n.city","seed_1","adult_1","vegetative_1","seed_0","adult_0","vegetative_0","seed_max","adult_max","vegetative_max","hard_zone_min_suitable_1","hard_zone_min_suitable_0","hard_zone_min_suitable_na","mean.height","Standardized_names","id_checklist","TPL_Group","Family","TPL_Family","TPL_New.Genus","TPL_New.Hybrid.marker","TPL_New.Species","TPL_New.Infraspecific.rank","TPL_New.Infraspecific","TPL_New.Authority","TPL_New.ID","TPL_New.Taxonomic.status","TPL_Date","tip.label","tip.order","match.type","naturalized_status_bs_yan_etal_2019","naturalized_status_before2022","Height_max_tog","Height_max_max","Height_max_data_source_tog","Epiphyte_max","Climber_max","Parasite_max","Aquatic_max","Free_standing_Woody","Short_lived_Herb","Long_lived_Herb","Life_form_new","LF_data_source","wcup_eco_use_AF","wcup_eco_use_EU","wcup_eco_use_FU","wcup_eco_use_GS","wcup_eco_use_HF","wcup_eco_use_IF","wcup_eco_use_MA","wcup_eco_use_ME","wcup_eco_use_PO","wcup_eco_use_SU","wcup_eco_use_num","hard_zone_min_mx","hard_zone_max_mx","Invasion2014_status","X2018invasion_status","Invasion2018_status","naturalized_status","prov_sum_EN","prov_sum_CHN","bg_num","chklst_prov_num","new_sum.L3.code","residence_time_to_2020","hab_suit_prop_max","prop_type"
"16","Acmella oleracea","酒泉市蓝翔园艺种苗有限责任公司","https://jqht001.1688.com",1,1,"pic222","甘肃","酒泉市",1,1,1,0,0,0,1,1,1,0,0,0,1,0,NA,"Acmella oleracea","Species_28715","Angiosperms","Compositae","Compositae","Acmella",NA,"oleracea",NA,NA,"(L.) R.K.Jansen","gcc-142218","Accepted","2019/03/24 00:00:00","Acmella_oleracea",5477,"matched after tpl standardization of phylogeny","naturalized",1,"0.45",0.45,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",0,1,0,1,1,0,0,1,0,0,4,9,11,1,"being comfirmed",1,1,1,1,2,5,2,NA,0.056183021,1
"17","Adansonia digitata","龙海市嘉龙园艺有限公司; 沭阳县弘善园林绿化工程有限公司; 沭阳县新河镇小莫花卉苗木场","https://jialongyy.1688.com; https://shop1438188714981.1688.com; https://shop1460625253881.1688.com",3,3,"pic223; pic224; pic225","福建; 江苏","漳州市; 宿迁市",2,2,2,1,0,1,2,3,1,1,0,1,2,0,600,"Adansonia digitata","Species_18942","Angiosperms","Malvaceae","Malvaceae","Adansonia",NA,"digitata",NA,NA,"L.","kew-2621135","Accepted","2019/03/24 00:00:00","Adansonia_digitata",2265,"directly matched","not_naturalized",0,"20; 12",20,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",1,1,1,1,1,1,1,1,1,1,10,10,11,0,NA,0,0,NA,NA,8,7,38,44,0.004015136,1
"18","Adenium obesum","佛山市三水区绿普森园林绿化有限公司; 广州市峰阁园艺有限公司; 沭阳县品卉苗木园艺场; 沭阳县瑞智花卉苗木园艺场; 沭阳县新河镇八零后园林绿化苗木场; 沭阳泽远花卉园艺源头厂家; 宿迁瑞通园林有限公司; 漳浦县贰六六园林专业合作社","https://lvpusen.1688.com; https://crazy1459.1688.com; https://xiaochenmiaomu.1688.com; https://shop1411922874804.1688.com; https://syxxhzblhyllhmmc.1688.com; https://shop957046y435885.1688.com; https://13809090840.1688.com; https://erliuliu.1688.com",8,8,"pic226; pic227; pic228; pic229; pic230; pic231; pic232; pic233","广东; 江苏; 福建","广州市; 宿迁市; 漳州市",3,3,2,6,0,6,2,8,1,1,0,3,5,0,127.5,"Adenium obesum","Species_24500","Angiosperms","Apocynaceae","Apocynaceae","Adenium",NA,"obesum",NA,NA,"(Forssk.) Roem. & Schult.","kew-3030","Accepted","2019/03/24 00:00:00","Adenium_obesum",5109,"directly matched","not_naturalized",0,"0.15; 0.9; 1.2; 1.8; 2.4",2.4,"DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",1,1,1,0,1,0,1,1,1,1,8,9,11,0,NA,0,0,NA,NA,16,12,24,17,0.004275109,3
"19","Adromischus cristatus var. clavifolius","广州市峰阁园艺有限公司; 龙海市九湖特尔花卉场; 龙海市颜厝松宇园艺场; 魏信娥","https://crazy1459.1688.com; https://teerflower.1688.com; https://shop1435856187166.1688.com; https://shop5h71y35508h26.1688.com",4,4,"pic234; pic235; pic236; pic237","广东; 福建","广州市; 漳州市; 梅州市",2,3,0,4,0,4,0,4,0,1,0,NA,NA,4,5.33333333333333,"Adromischus cristatus var. clavifolius","Species_11740","Angiosperms","Crassulaceae","Crassulaceae","Adromischus",NA,"cristatus","var.","clavifolius","(Haw.) Toelken","kew-2623254","Accepted","2019/03/24 00:00:00","Adromischus_cristatus_var._clavifolius",3546,"species added to genus root","not_naturalized",0,"0.08; 0.15",0.15,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,5,6,1,NA,NA,3
"20","Adromischus hemisphaericus","沭阳同林苗木场","https://shop1395075635677.1688.com",1,1,"pic238","江苏","宿迁市",1,1,0,1,0,1,0,1,0,1,0,0,1,0,3,"Adromischus hemisphaericus","Species_11746","Angiosperms","Crassulaceae","Crassulaceae","Adromischus",NA,"hemisphaericus",NA,NA,"(L.) Lem.","kew-2623272","Accepted","2019/03/24 00:00:00","Adromischus_hemisphaericus",3660,"directly matched","not_naturalized",0,"0.3",0.3,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,2,2,1,NA,NA,3
"21","Adromischus leucophyllus","魏信娥","https://shop5h71y35508h26.1688.com",1,1,"pic239","广东","梅州市",1,1,0,1,0,1,0,1,0,1,0,NA,NA,1,NA,"Adromischus leucophyllus","Species_11749","Angiosperms","Crassulaceae","Crassulaceae","Adromischus",NA,"leucophyllus",NA,NA,"Uitewaal","kew-2623283","Accepted","2019/03/24 00:00:00","Adromischus_leucophyllus",3663,"directly matched","not_naturalized",0,"0.1; 0.3",0.3,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,1,2,1,NA,NA,3
"22","Adromischus marianae var. hallii","魏信娥; 永志花木源头厂家","https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",2,2,"pic240; pic241","广东; 江苏","梅州市; 宿迁市",2,2,0,2,0,2,0,2,0,1,0,0,2,0,6.5,"Adromischus marianae var. hallii","Species_11754","Angiosperms","Crassulaceae","Crassulaceae","Adromischus",NA,"marianae","var.","hallii","(Hutchison) Toelken","kew-2623296","Accepted","2019/03/24 00:00:00","Adromischus_marianae_var._hallii",3549,"species added to genus root","not_naturalized",0,"0.08; 0.15",0.15,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,1,2,2,NA,NA,3
"23","Aeonium arboreum","江苏美卉园艺有限公司; 龙海市九湖宏叶园艺场; 圣玛帝实力卖场; 沭阳同林苗木场; 沭阳县锦淇花木园艺场; 沭阳县庙头镇福盈瑞绿化苗木场; 沭阳县品卉苗木园艺场; 沭阳县潼阳镇姐妹双姝花卉销售中心; 沭阳县新河镇道年花木园艺场; 沭阳县颜集镇鼎仁园林绿化苗木场; 沭阳县颜集镇山景缘绿化苗木场; 沭阳县颜集镇叶枝苑绿化苗木场; 沭阳县颜集镇一枝独秀绿化苗木场; 宿迁花阿婆电子商务有限公司; 魏信娥; 永志花木源头厂家","https://shop7893230673860.1688.com; https://shop8tv36869735n2.1688.com; https://shop1439783300894.1688.com; https://shop1395075635677.1688.com; https://shop1401124048031.1688.com; https://shop1491498647250.1688.com; https://xiaochenmiaomu.1688.com; https://shop1427907187293.1688.com; https://daonianhuamu.1688.com; https://shop1429116696432.1688.com; https://shop1396457831512.1688.com; https://lixiangyang312.1688.com; https://yzdxmmc.1688.com; https://shop7135592520588.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",16,16,"pic242; pic243; pic244; pic245; pic246; pic247; pic248; pic249; pic250; pic251; pic252; pic253; pic254; pic255; pic256; pic257; pic258; pic259","江苏; 福建; 浙江; 广东","宿迁市; 漳州市; 杭州市; 梅州市",4,4,0,16,1,16,0,15,0,1,1,16,0,0,20.6,"Aeonium arboreum","Species_11468; Species_11490","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"arboreum",NA,NA,"Webb & Berthel.","kew-2623539","Accepted","2019/03/24 00:00:00","Aeonium_arboreum",3509,"matched after tpl standardization of phylogeny","not_naturalized",0,"2; 0.3; 0.45; 0.6; 0.9; 1.2; 1.8",2,"EGF2; DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,4,11,0,NA,0,0,NA,NA,12,11,2,NA,0.003177446,3
"24","Aeonium canariense","魏信娥","https://shop5h71y35508h26.1688.com",1,1,"pic260","广东","梅州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,NA,"Aeonium canariense","Species_11472","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"canariense",NA,NA,"(L.) Webb & Berthel.","kew-2623554","Accepted","2019/03/24 00:00:00","Aeonium_canariense",3494,"directly matched","not_naturalized",0,"0.6; 1.2",1.2,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,9,11,0,NA,0,0,NA,NA,2,4,1,NA,0,3
"25","Aeonium diplocyclum","沭阳县庙头镇偌茜苗木场; 沭阳县潼阳镇姐妹双姝花卉销售中心; 宿迁花阿婆电子商务有限公司; 魏信娥; 永志花木源头厂家","https://shop1482857887415.1688.com; https://shop1427907187293.1688.com; https://shop7135592520588.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",5,5,"pic261; pic262; pic263; pic264; pic265","江苏; 广东","宿迁市; 梅州市",2,2,0,5,0,5,0,5,0,1,0,0,5,0,4.8,"Aeonium diplocyclum","Species_11479","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"diplocyclum",NA,NA,"(Webb ex Bolle) T.H.M.Mes","kew-2623571","Accepted","2019/03/24 00:00:00","Aeonium_diplocyclum",3497,"matched after tpl standardization of phylogeny","not_naturalized",0,"0.25; 0.15",0.25,"EGF2; DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11,0,NA,0,0,NA,NA,0,0,1,NA,NA,3
"26","Aeonium haworthii","上海天羽园林绿化有限公司; 沭阳和泰花木园艺场; 魏信娥","https://shhtianyu.1688.com; https://shop77777.1688.com; https://shop5h71y35508h26.1688.com",3,3,"pic266; pic267; pic268","上海; 江苏; 广东","上海市; 宿迁市; 梅州市",3,3,0,3,0,3,0,3,0,1,0,0,3,0,5,"Aeonium haworthii","Species_11485","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"haworthii",NA,NA,"Webb & Berthel.","kew-2623586","Accepted","2019/03/24 00:00:00","Aeonium_haworthii",3483,"directly matched","not_naturalized",0,"0.6; 0.3",0.6,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,10,10,0,NA,0,0,NA,NA,7,7,1,NA,0.007596984,3
"27","Aeonium lindleyi","魏信娥","https://shop5h71y35508h26.1688.com",1,1,"pic269","广东","梅州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,7,"Aeonium lindleyi","Species_11489","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"lindleyi",NA,NA,"Webb & Berthel.","kew-2623603","Accepted","2019/03/24 00:00:00","Aeonium_lindleyi",3495,"directly matched","not_naturalized",0,"0.5; 0.3",0.5,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,1,0,0,2,9,10,0,NA,0,0,NA,NA,1,2,1,NA,NA,3
"28","Aeonium nobile","魏信娥","https://shop5h71y35508h26.1688.com",1,1,"pic270","广东","梅州市",1,1,0,1,0,1,0,1,0,1,0,0,1,0,13,"Aeonium nobile","Species_11491","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"nobile",NA,NA,"(Praeger) Praeger","kew-2623612","Accepted","2019/03/24 00:00:00","Aeonium_nobile",3487,"directly matched","not_naturalized",0,"0.6",0.6,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,11,0,NA,0,0,NA,NA,0,0,1,NA,NA,3
"29","Aeonium sedifolium","沭阳县潼阳镇姐妹双姝花卉销售中心; 宿迁花阿婆电子商务有限公司; 魏信娥; 永志花木源头厂家","https://shop1427907187293.1688.com; https://shop7135592520588.1688.com; https://shop5h71y35508h26.1688.com; https://shop1398185967906.1688.com",4,4,"pic271; pic272; pic273; pic274","江苏; 广东","宿迁市; 梅州市",2,2,0,4,0,4,0,4,0,1,0,0,4,0,6.75,"Aeonium sedifolium","Species_11493","Angiosperms","Crassulaceae","Crassulaceae","Aeonium",NA,"sedifolium",NA,NA,"(Webb ex Bolle) Pit. & Proust.","kew-2623631","Accepted","2019/03/24 00:00:00","Aeonium_sedifolium",3501,"directly matched","not_naturalized",0,"0.4; 0.3",0.4,"EGF2; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,0,NA,0,0,NA,NA,2,2,1,NA,NA,3
"30","Aeschynanthus pulcher","佛山永胜绿业园艺有限公司; 广州绿一洲园艺有限公司; 广州市八美绿顺花卉有限公司; 广州市峰阁园艺有限公司; 惠州市恒绿源花卉有限公司; 惠州市恒翊诺科技有限公司; 深圳市宝安区缤芬卉园艺商行; 深圳市宝安区水云间微景观材料批发厂; 深圳市龙岗区禾森园园艺盆栽商行; 深圳市龙华区观澜蓝天花卉商行; 深圳市南山区花博汇花卉商行; 深圳市雪候鸟贸易有限公司; 沭阳县花香茗萌园艺场; 沭阳县凯凯苗木场","https://ysly8888.1688.com; https://shop1467306620054.1688.com; https://gzbmls.1688.com; https://crazy1459.1688.com; https://henglvyuan.1688.com; https://hengyinuoflowers.1688.com; https://shop1442382243152.1688.com; https://shop1411490671488.1688.com; https://shop1494861369374.1688.com; https://shop4972151822284.1688.com; https://shop1409676127053.1688.com; https://shop1467824981949.1688.com; https://520hxmm.1688.com; https://shop1397235471688.1688.com",14,14,"pic275; pic276; pic277; pic278; pic279; pic280; pic281; pic282; pic283; pic284; pic285; pic286; pic287; pic288","广东; 江苏","广州市; 惠州市; 宿迁市",2,3,1,13,0,13,1,14,1,1,0,0,14,0,48,"Aeschynanthus pulcher","Species_25800","Angiosperms","Gesneriaceae","Gesneriaceae","Aeschynanthus",NA,"pulcher",NA,NA,"(Blume) G.Don","kew-2623960","Accepted","2019/03/24 00:00:00","Aeschynanthus_pulcher",4552,"matched after tpl standardization of phylogeny","not_naturalized",0,"0.9",0.9,"DavesGarden",NA,NA,NA,NA,NA,NA,NA,NA,"TPL_Tiplabels_LF_fine",0,0,0,0,0,0,0,1,0,0,1,11,11,0,NA,0,0,NA,NA,10,8,7,NA,0.002859701,3
"31","Aesculus turbinata","沭阳县扎下镇博世园艺场","https://shyboshyych.1688.com",1,1,"pic289","江苏","宿迁市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,250,"Aesculus turbinata","Species_18476","Angiosperms","Sapindaceae","Sapindaceae","Aesculus",NA,"turbinata",NA,NA,"Blume","kew-2624593","Accepted","2019/03/24 00:00:00","Aesculus_turbinata",2544,"directly matched","not_naturalized",0,"35; 30; 12",35,"EGF2; enzyklopaedie; DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,1,1,0,0,3,6,9,0,NA,0,0,NA,NA,2,3,1,90,0.079609463,1
"32","Afzelia xylocarpa","沭阳县佳康园林绿化苗木场; 沭阳县新河镇苏恒花卉苗木场","https://shop1409244121414.1688.com; https://suheng350.1688.com",2,2,"pic290; pic291","江苏","宿迁市",1,1,2,0,0,0,2,2,1,0,0,0,2,0,NA,"Afzelia xylocarpa","Species_12148","Angiosperms","Leguminosae","Leguminosae","Afzelia",NA,"xylocarpa",NA,NA,"(Kurz) Craib","ild-32631","Accepted","2019/03/24 00:00:00","Afzelia_xylocarpa",2041,"directly matched","not_naturalized",0,"12",12,"DavesGarden",0,0,0,0,1,0,0,3,"TPL_Tiplabels_LF_fine",0,0,0,0,0,0,1,1,0,0,2,9,11,0,NA,0,0,NA,NA,8,6,5,101,NA,3
"33","Agave americana","佛山市经历高尔夫园林工程有限公司; 广州玖卉园艺服务有限公司; 景之华园林源头厂家; 龙海市榜山小山林花卉园艺场; 龙海市嘉龙园艺有限公司; 普宁市汉松花木有限公司; 沭阳同林苗木场; 沭阳县新河镇苏之叶苗木场; 沭阳轩洋园林有限公司; 宿迁国宏园林绿化工程源头厂家; 宿迁云之景园林绿化有限公司; 云南滇普文化传播有限公司; 漳州市鑫隆达园艺有限公司; 中山市庭院管家园林绿化工程有限公司","https://gdfsjlyl.1688.com; https://shop1474449730436.1688.com; https://shop73807h299bb82.1688.com; https://xiaoshanlin888.1688.com; https://jialongyy.1688.com; https://shop1417064336910.1688.com; https://shop1395075635677.1688.com; https://15951536864.1688.com; https://shop5679212c66k56.1688.com; https://shop8639x60578172.1688.com; https://shop7t28318060184.1688.com; https://dianpue.1688.com; https://shop4l4u1198573u4.1688.com; https://rizhuzhou.1688.com",14,14,"pic292; pic293; pic294; pic295; pic296; pic297; pic298; pic299; pic300; pic301; pic302; pic303; pic304; pic305; pic306; pic307; pic308; pic309; pic310","广东; 江苏; 福建; 云南","佛山市; 广州市; 宿迁市; 漳州市; 揭阳市; 昆明市; 中山市",4,7,0,14,0,14,0,14,0,1,0,14,0,0,55.9090909090909,"Agave americana","Species_6517; Species_6518","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"americana",NA,NA,"L.","kew-293578","Accepted","2019/03/24 00:00:00","Agave_americana",11555,"directly matched","naturalized",1,"8; 0.9; 1.2; 1.8; 2.4",8,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,1,1,1,1,1,1,7,7,11,1,"being comfirmed",1,1,2,14,22,15,7,120,0.112134955,3
"34","Agave attenuata","龙海市榜山小山林花卉园艺场","https://xiaoshanlin888.1688.com",1,1,"pic311","福建","漳州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,30,"Agave attenuata","Species_6523","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"attenuata",NA,NA,"Salm-Dyck","kew-293622","Accepted","2019/03/24 00:00:00","Agave_attenuata",11572,"directly matched","not_naturalized",0,"3.5; 0.9; 1.8; 0.6",3.5,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,8,11,0,NA,0,0,NA,NA,9,8,3,NA,0.017273751,3
"35","Agave ghiesbreghtii","漳州市鑫隆达园艺有限公司","https://shop4l4u1198573u4.1688.com",1,1,"pic312","福建","漳州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,40,"Agave ghiesbreghtii","Species_6555","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"ghiesbreghtii",NA,NA,"Lem. ex Jacobi","kew-309940","Accepted","2019/03/24 00:00:00","Agave_ghiesbreghtii",11550,"directly matched","not_naturalized",0,"0.6",0.6,"DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,9,11,0,NA,0,0,NA,NA,2,3,4,NA,0,3
"36","Agave macroacantha","福建省仙卉园林有限公司; 龙海市嘉龙园艺有限公司; 龙海市乡下人园艺有限公司","https://xianhuiyuanlin.1688.com; https://jialongyy.1688.com; https://xxryyal.1688.com",3,3,"pic313; pic314; pic315","福建","漳州市",1,1,0,3,0,3,0,3,0,1,0,3,0,0,17.5,"Agave macroacantha","Species_6573","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"macroacantha",NA,NA,"Zucc.","kew-293969","Accepted","2019/03/24 00:00:00","Agave_macroacantha",11538,"species added to genus root","not_naturalized",0,"3; 0.15; 0.3; 0.45; 0.9",3,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,0,0,0,0,0,0,0,0,1,9,11,0,NA,0,0,NA,NA,3,4,2,NA,NA,3
"37","Agave parviflora","龙海市榜山小山林花卉园艺场","https://xiaoshanlin888.1688.com",1,1,"pic316","福建","漳州市",1,1,0,1,0,1,0,1,0,1,0,1,0,0,8,"Agave parviflora","Species_6596","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"parviflora",NA,NA,"Torr.","kew-294078","Accepted","2019/03/24 00:00:00","Agave_parviflora",11570,"directly matched","not_naturalized",0,"1.8; 0.15; 0.3",1.8,"EGF2; DavesGarden",0,0,0,0,1,0,1,3,"TPL_Tiplabels_LF_fine",0,1,0,0,1,0,0,0,0,0,2,8,11,0,NA,0,0,NA,NA,5,5,2,NA,NA,3
"38","Agave potatorum","龙海市嘉龙园艺有限公司; 永志花木源头厂家","https://jialongyy.1688.com; https://shop1398185967906.1688.com",2,2,"pic317; pic318","福建; 江苏","漳州市; 宿迁市",2,2,0,2,0,2,0,2,0,1,0,1,1,0,9,"Agave potatorum","Species_6602","Angiosperms","Asparagaceae","Asparagaceae","Agave",NA,"potatorum",NA,NA,"Zucc.","kew-294110","Accepted","2019/03/24 00:00:00","Agave_potatorum",11553,"directly matched","not_naturalized",0,"3.5; 0.15; 0.3; 0.45; 0.6",3.5,"EGF2; DavesGarden",0,0,0,0,0,0,1,2,"TPL_Tiplabels_LF_fine",0,1,1,0,1,0,1,1,0,0,5,9,11,0,NA,0,0,NA,NA,14,10,3,NA,0.005199457,3
